land_size,crop_type,fertilizer_type,season,month,recommended_quantity,requested_quantity,quantity_ratio,days_since_last_purchase,purchase_count_30d,previous_fraud_count,retailer_risk_score,village_risk_score,otp_verified,officer_approved,transaction_hour,is_repeat_purchase,is_fraud
2.4,sugarcane,SSP,Rabi,2,384.0,450.29,1.1726,345,3,1,0.68,0.17,1,0,19,1,1
7.1,soybean,SSP,Rabi,1,639.0,473.27,0.7406,78,0,0,0.59,0.88,1,0,7,0,0
3.8,sunflower,MOP,Kharif,9,125.4,67.54,0.5386,230,1,0,0.34,0.21,1,1,11,0,0
11.6,paddy,SSP,Summer,4,928.0,489.13,0.5271,362,0,0,0.79,0.23,1,1,15,0,0
11.5,soybean,SSP,Rabi,12,1035.0,1121.13,1.0832,191,5,0,0.54,0.64,0,1,9,1,1
6.5,cotton,MOP,Kharif,6,260.0,458.04,1.7617,275,0,3,0.77,0.38,1,1,14,0,1
11.9,paddy,MOP,Rabi,3,321.3,171.65,0.5342,94,0,0,0.59,0.17,1,1,10,0,0
9.6,wheat,SSP,Rabi,2,960.0,2867.62,2.9871,211,3,0,0.64,0.94,0,0,17,1,1
7.7,soybean,Urea,Kharif,9,154.0,129.07,0.8381,62,2,0,0.96,0.17,1,1,17,1,0
8.8,maize,DAP,Rabi,11,440.0,362.31,0.8234,156,4,0,0.54,0.37,1,1,7,1,0
4.2,sugarcane,SSP,Summer,4,630.0,1203.13,1.9097,6,0,0,0.03,0.76,1,1,16,0,1
4.1,maize,MOP,Rabi,2,110.7,80.19,0.7244,15,0,1,0.83,0.96,1,1,6,0,1
5.2,cotton,MOP,Summer,5,156.0,438.82,2.813,238,4,1,0.16,0.96,0,0,17,1,1
11.7,groundnut,SSP,Kharif,6,1170.0,1813.31,1.5498,9,3,0,0.16,0.65,0,1,19,1,1
8.6,soybean,SSP,Kharif,7,860.0,692.98,0.8058,351,5,0,0.22,0.76,1,0,17,1,0
3.1,sugarcane,SSP,Summer,5,465.0,695.87,1.4965,200,6,0,0.71,0.37,1,0,11,1,1
7.9,sugarcane,MOP,Summer,4,434.5,987.98,2.2738,102,6,0,0.22,0.79,1,0,7,1,1
4.4,soybean,SSP,Rabi,3,396.0,527.73,1.3327,108,5,2,0.22,0.96,1,1,9,1,1
3.2,sunflower,SSP,Kharif,8,320.0,286.63,0.8957,297,2,0,0.73,0.78,1,1,12,1,0
1.4,soybean,SSP,Kharif,6,140.0,166.37,1.1884,68,0,0,0.85,0.84,1,0,11,0,0
11.1,cotton,SSP,Kharif,10,1332.0,1502.68,1.1281,62,2,0,0.34,0.84,1,1,13,1,0
7.4,paddy,SSP,Kharif,9,740.0,857.46,1.1587,153,0,0,0.77,0.84,1,0,12,0,0
3.7,sunflower,Urea,Kharif,8,203.5,223.87,1.1001,176,2,1,0.16,0.61,1,1,8,1,0
3.7,paddy,SSP,Kharif,6,370.0,816.19,2.2059,64,4,2,0.58,0.94,1,0,7,1,1
7.5,wheat,Urea,Kharif,9,450.0,485.42,1.0787,246,3,0,0.16,0.76,1,1,16,1,0
7.4,cotton,MOP,Kharif,7,296.0,162.98,0.5506,156,5,1,0.58,0.64,1,1,13,1,1
9.0,soybean,Urea,Kharif,7,180.0,194.34,1.0797,288,6,0,0.77,0.94,1,0,20,1,1
9.9,soybean,MOP,Rabi,1,297.0,153.45,0.5167,188,3,1,0.22,0.96,0,1,15,1,0
7.0,groundnut,MOP,Rabi,2,210.0,242.57,1.1551,195,3,0,0.71,0.23,1,1,8,1,0
11.1,cotton,Urea,Rabi,1,777.0,857.21,1.1032,10,6,0,0.62,0.21,1,0,18,1,1
2.4,maize,DAP,Rabi,2,120.0,214.64,1.7887,154,6,0,0.81,0.37,0,1,18,1,1
2.2,soybean,SSP,Rabi,2,198.0,217.66,1.0993,293,3,1,0.51,0.64,0,0,16,1,1
3.4,groundnut,SSP,Kharif,7,340.0,396.34,1.1657,343,6,2,0.68,0.38,1,1,12,1,1
3.0,sugarcane,Urea,Rabi,11,360.0,671.41,1.865,93,5,0,0.73,0.94,1,0,16,1,1
9.9,paddy,DAP,Kharif,9,495.0,589.8,1.1915,89,5,0,0.09,0.99,1,0,10,1,1
6.4,wheat,MOP,Rabi,11,192.0,213.98,1.1145,328,2,0,0.79,0.98,0,1,9,1,1
6.2,wheat,DAP,Kharif,9,279.0,304.38,1.091,38,6,0,0.6,0.17,1,1,10,1,1
4.8,cotton,MOP,Rabi,1,168.0,121.1,0.7208,138,2,0,0.34,0.03,1,0,18,1,0
9.4,sunflower,DAP,Rabi,11,423.0,283.48,0.6702,1,1,0,0.03,0.17,1,0,13,0,0
9.2,paddy,MOP,Summer,5,230.0,187.74,0.8162,85,4,1,0.03,0.28,1,0,16,1,0
8.4,paddy,Urea,Summer,4,420.0,413.26,0.984,324,5,0,0.59,0.23,0,1,18,1,0
4.7,groundnut,SSP,Rabi,3,423.0,1142.84,2.7017,255,4,0,0.54,0.61,1,1,20,1,1
2.9,paddy,MOP,Rabi,2,78.3,93.26,1.191,228,2,0,0.54,0.56,1,0,14,1,0
2.6,maize,SSP,Kharif,9,286.0,325.55,1.1383,37,6,0,0.64,0.03,1,1,9,1,1
0.7,sunflower,MOP,Kharif,6,23.1,46.33,2.0055,164,5,0,0.09,0.21,1,1,19,1,1
6.3,groundnut,SSP,Kharif,6,630.0,747.14,1.1859,17,6,0,0.62,0.76,0,0,6,1,1
11.8,maize,Urea,Rabi,11,708.0,1175.08,1.6597,246,2,3,0.22,0.76,0,0,12,1,1
8.3,maize,Urea,Kharif,10,581.0,1112.97,1.9156,320,5,1,0.68,0.76,0,0,13,1,1
5.0,sugarcane,DAP,Kharif,7,425.0,374.81,0.8819,216,5,0,0.34,0.38,0,0,7,1,0
11.9,paddy,DAP,Rabi,2,535.5,961.2,1.795,3,5,0,0.03,0.1,1,1,16,1,1
3.9,soybean,SSP,Rabi,12,351.0,341.01,0.9715,282,0,0,0.59,0.98,1,0,17,0,0
11.9,soybean,MOP,Summer,5,321.3,274.44,0.8541,25,3,1,0.09,0.28,0,1,13,1,0
1.9,paddy,SSP,Rabi,3,171.0,135.63,0.7932,339,4,0,0.86,0.1,1,1,18,1,0
4.5,soybean,MOP,Kharif,8,148.5,122.65,0.8259,277,2,0,0.72,0.27,1,0,16,1,0
7.3,sugarcane,SSP,Kharif,10,1241.0,1478.32,1.1912,317,6,1,0.03,0.84,1,1,7,1,1
4.1,maize,Urea,Kharif,9,287.0,324.79,1.1317,110,6,0,0.81,0.17,1,0,6,1,1
9.3,groundnut,MOP,Summer,5,251.1,223.8,0.8913,363,6,1,0.34,0.98,1,0,13,1,1
5.9,cotton,DAP,Rabi,1,324.5,332.99,1.0262,46,1,0,0.34,0.56,1,1,9,0,0
3.5,paddy,SSP,Rabi,12,315.0,558.62,1.7734,189,6,0,0.71,0.21,1,1,7,1,1
6.1,wheat,Urea,Rabi,3,396.5,1098.2,2.7697,265,3,0,0.71,0.88,1,1,13,1,1
2.0,groundnut,DAP,Kharif,7,100.0,71.72,0.7172,59,3,0,0.03,0.23,1,0,13,1,0
10.1,wheat,MOP,Kharif,8,272.7,165.06,0.6053,311,6,1,0.54,0.73,1,1,20,1,1
7.2,sunflower,SSP,Summer,4,576.0,662.52,1.1502,199,0,0,0.83,0.73,1,0,16,0,0
1.6,paddy,MOP,Rabi,12,43.2,23.92,0.5537,331,3,1,0.22,0.03,1,1,16,1,0
4.0,sunflower,DAP,Kharif,6,200.0,486.5,2.4325,360,0,0,0.62,0.38,1,1,17,0,0
9.4,sugarcane,Urea,Kharif,7,1222.0,669.53,0.5479,9,6,0,0.62,0.03,1,1,8,1,0
11.7,paddy,MOP,Rabi,2,315.9,772.78,2.4463,103,2,0,0.97,0.98,1,1,16,1,1
7.6,maize,MOP,Kharif,8,250.8,235.85,0.9404,49,2,1,0.81,0.88,1,0,8,1,1
7.9,cotton,SSP,Kharif,9,948.0,916.43,0.9667,13,3,0,0.01,0.56,1,0,9,1,0
6.9,groundnut,MOP,Kharif,9,227.7,312.66,1.3731,225,1,0,0.03,0.96,0,0,18,0,1
11.8,maize,MOP,Rabi,1,318.6,375.14,1.1775,130,3,0,0.71,0.78,1,1,10,1,1
6.4,groundnut,Urea,Kharif,7,128.0,110.26,0.8614,190,3,0,0.51,0.79,0,0,15,1,0
0.6,paddy,MOP,Kharif,8,19.8,15.54,0.7847,23,4,0,0.79,0.88,1,1,10,1,1
5.5,sunflower,DAP,Summer,4,220.0,591.14,2.687,91,4,0,0.86,0.61,1,0,11,1,1
8.1,groundnut,DAP,Summer,5,324.0,180.39,0.5568,181,5,0,0.73,0.38,0,0,7,1,0
8.2,sunflower,DAP,Kharif,10,410.0,905.32,2.2081,296,1,0,0.68,0.23,1,1,16,0,0
1.3,sunflower,SSP,Rabi,12,117.0,58.79,0.5025,257,5,3,0.81,0.96,0,1,7,1,1
11.0,sugarcane,Urea,Kharif,9,1430.0,750.18,0.5246,276,6,0,0.03,0.1,0,1,6,1,0
0.9,maize,SSP,Kharif,7,99.0,161.21,1.6284,213,6,0,0.81,0.37,1,1,10,1,1
2.6,soybean,Urea,Rabi,1,46.8,43.18,0.9226,279,4,0,0.64,0.73,1,1,14,1,1
2.3,soybean,SSP,Rabi,11,207.0,245.28,1.1849,98,6,0,0.03,0.28,0,1,8,1,1
2.9,sunflower,SSP,Rabi,11,261.0,270.54,1.0365,138,2,0,0.22,0.36,1,1,12,1,0
2.0,cotton,MOP,Rabi,3,70.0,41.45,0.5921,171,1,0,0.55,0.38,1,0,16,0,0
9.9,sunflower,MOP,Kharif,10,326.7,360.65,1.1039,28,0,0,0.34,0.78,1,1,11,0,0
8.0,sugarcane,SSP,Rabi,11,1280.0,1315.86,1.028,223,0,0,0.97,0.78,1,0,9,0,0
7.3,wheat,MOP,Rabi,12,219.0,239.73,1.0946,30,6,3,0.86,0.03,1,1,15,1,1
5.8,wheat,MOP,Kharif,6,156.6,176.49,1.127,37,0,0,0.22,0.76,1,0,19,0,0
6.1,sugarcane,Urea,Rabi,1,732.0,661.92,0.9043,283,1,2,0.51,0.38,1,0,15,0,0
7.8,paddy,MOP,Kharif,8,257.4,222.76,0.8654,255,4,0,0.03,0.79,0,1,18,1,0
2.0,groundnut,MOP,Rabi,11,60.0,30.44,0.5073,353,5,0,0.54,0.1,1,1,12,1,0
3.6,cotton,MOP,Kharif,10,144.0,152.06,1.056,20,5,0,0.81,0.64,1,0,16,1,1
8.5,soybean,Urea,Kharif,10,170.0,127.83,0.7519,82,3,1,0.81,0.88,1,1,11,1,1
8.2,paddy,Urea,Rabi,11,451.0,416.58,0.9237,214,5,0,0.91,0.88,1,0,6,1,1
1.0,cotton,DAP,Summer,4,50.0,149.34,2.9868,289,6,0,0.81,0.21,1,0,6,1,1
4.8,sunflower,MOP,Rabi,12,144.0,151.73,1.0537,261,2,0,0.34,0.37,1,0,11,1,0
11.6,sunflower,DAP,Rabi,11,522.0,579.83,1.1108,58,3,0,0.01,0.56,0,0,12,1,0
2.1,sugarcane,MOP,Summer,5,115.5,127.96,1.1078,61,6,0,0.64,0.61,1,0,13,1,1
11.0,wheat,Urea,Kharif,9,660.0,462.12,0.7002,62,5,0,0.62,0.96,1,1,7,1,1
2.7,cotton,MOP,Rabi,2,94.5,188.5,1.9947,237,6,1,0.58,0.99,0,0,15,1,1
9.9,soybean,Urea,Summer,5,148.5,160.9,1.0835,304,6,0,0.58,0.1,1,1,14,1,0
7.8,sunflower,SSP,Rabi,12,702.0,792.53,1.129,259,1,0,0.77,0.84,1,1,14,0,0
8.9,paddy,MOP,Summer,4,222.5,213.71,0.9605,163,5,0,0.58,0.38,0,1,7,1,0
5.3,groundnut,MOP,Rabi,12,159.0,189.05,1.189,72,0,2,0.73,0.61,1,1,19,0,1
5.6,groundnut,MOP,Kharif,10,184.8,218.07,1.18,213,1,0,0.71,0.23,0,1,19,0,0
1.8,maize,MOP,Kharif,6,59.4,124.73,2.0999,190,1,0,0.51,0.98,0,1,15,0,1
11.9,sunflower,MOP,Summer,4,321.3,284.5,0.8855,65,4,0,0.71,0.61,1,0,11,1,1
1.4,soybean,Urea,Rabi,11,25.2,74.08,2.9396,152,1,0,0.73,0.96,0,1,19,0,1
2.9,groundnut,SSP,Summer,5,232.0,255.11,1.0996,304,1,1,0.34,0.23,1,1,7,0,0
8.9,groundnut,Urea,Kharif,8,178.0,153.53,0.8625,260,3,0,0.03,0.03,0,1,8,1,0
2.1,maize,MOP,Summer,5,52.5,85.41,1.6269,132,1,0,0.81,0.37,1,1,16,0,1
7.5,paddy,MOP,Kharif,6,247.5,278.13,1.1238,243,1,0,0.97,0.78,1,0,16,0,0
11.8,maize,DAP,Kharif,6,649.0,706.82,1.0891,261,1,0,0.34,0.96,1,1,11,0,0
6.9,paddy,MOP,Rabi,12,186.3,168.4,0.9039,104,1,2,0.73,0.88,0,1,11,0,1
0.6,sugarcane,SSP,Kharif,6,102.0,112.05,1.0985,162,6,0,0.71,0.99,1,1,6,1,1
6.7,soybean,SSP,Rabi,12,603.0,321.82,0.5337,87,1,0,0.42,0.21,0,0,17,0,0
5.4,sunflower,Urea,Rabi,12,270.0,254.23,0.9416,124,6,0,0.54,0.96,0,1,19,1,1
1.8,cotton,DAP,Rabi,3,99.0,65.16,0.6582,62,6,0,0.09,0.03,1,0,14,1,0
2.5,maize,Urea,Rabi,3,150.0,118.43,0.7895,29,5,0,0.42,0.21,0,0,9,1,0
7.2,sunflower,Urea,Rabi,12,360.0,366.31,1.0175,83,1,0,0.77,0.17,1,0,20,0,0
6.5,soybean,SSP,Kharif,7,650.0,402.05,0.6185,306,4,1,0.22,0.21,1,1,10,1,0
5.0,maize,SSP,Rabi,1,500.0,268.94,0.5379,172,0,0,0.73,0.98,1,0,8,0,0
2.2,groundnut,SSP,Rabi,12,198.0,105.97,0.5352,94,4,0,0.6,0.98,0,1,13,1,1
2.8,wheat,DAP,Kharif,9,126.0,326.16,2.5885,84,5,0,0.81,0.21,1,0,20,1,1
11.8,paddy,Urea,Summer,5,590.0,376.66,0.6384,174,2,2,0.74,0.21,0,1,10,1,1
8.6,groundnut,Urea,Summer,5,129.0,153.31,1.1885,355,4,0,0.22,0.88,1,1,12,1,1
10.7,maize,DAP,Rabi,12,535.0,969.75,1.8126,299,5,0,0.85,0.56,1,1,14,1,1
6.0,groundnut,Urea,Kharif,9,120.0,126.1,1.0509,245,6,0,0.51,0.73,0,1,17,1,1
6.9,sugarcane,MOP,Kharif,7,462.3,502.72,1.0874,323,3,1,0.6,0.61,0,1,16,1,1
4.9,cotton,DAP,Kharif,8,294.0,338.16,1.1502,171,1,1,0.64,0.27,1,0,19,0,0
9.1,paddy,MOP,Kharif,6,300.3,355.69,1.1845,156,5,3,0.09,0.21,0,1,17,1,1
9.0,soybean,MOP,Kharif,8,297.0,355.44,1.1968,137,3,0,0.54,0.98,0,1,6,1,1
8.9,maize,DAP,Kharif,7,489.5,471.2,0.9626,153,1,1,0.74,0.61,1,1,16,0,0
9.6,paddy,Urea,Kharif,6,624.0,1813.81,2.9068,334,1,2,0.09,0.76,1,1,16,0,1
11.9,cotton,SSP,Summer,5,1190.0,1301.35,1.0936,282,3,0,0.85,0.61,1,1,15,1,1
8.1,paddy,SSP,Kharif,9,810.0,944.22,1.1657,19,0,0,0.91,0.27,0,1,7,0,0
2.0,wheat,SSP,Summer,5,160.0,137.89,0.8618,14,0,0,0.62,0.23,1,1,17,0,0
3.9,cotton,Urea,Summer,5,253.5,136.98,0.5404,213,0,0,0.86,0.98,1,0,15,0,0
1.4,groundnut,MOP,Rabi,1,42.0,84.03,2.0008,268,5,0,0.68,0.73,1,0,9,1,1
3.1,wheat,MOP,Kharif,7,83.7,88.7,1.0598,137,0,1,0.83,0.73,1,1,6,0,1
11.6,wheat,Urea,Rabi,2,754.0,632.59,0.839,242,6,1,0.72,0.21,0,1,20,1,0
3.4,sunflower,DAP,Kharif,6,170.0,178.68,1.051,358,6,0,0.2,0.36,0,1,11,1,0
11.9,groundnut,DAP,Summer,5,476.0,414.52,0.8708,224,4,1,0.03,0.76,0,1,20,1,1
11.1,maize,Urea,Kharif,10,777.0,1805.59,2.3238,14,0,1,0.59,0.21,1,1,7,0,1
9.6,cotton,DAP,Kharif,9,576.0,485.25,0.8424,40,5,0,0.85,0.61,1,1,14,1,0
5.4,cotton,SSP,Summer,4,540.0,716.11,1.3261,202,4,1,0.72,0.23,1,1,14,1,1
8.9,sunflower,DAP,Summer,5,356.0,253.46,0.712,253,3,0,0.03,0.27,1,0,9,1,0
1.1,maize,MOP,Rabi,2,29.7,24.03,0.8091,50,5,3,0.77,0.98,1,0,17,1,1
5.0,cotton,Urea,Rabi,2,350.0,388.56,1.1102,167,6,1,0.03,0.84,1,0,13,1,1
1.8,wheat,Urea,Kharif,9,108.0,129.59,1.1999,320,1,0,0.64,0.03,1,1,10,0,0
0.7,soybean,DAP,Summer,4,28.0,29.36,1.0486,178,5,0,0.62,0.78,1,1,9,1,1
4.4,paddy,Urea,Kharif,9,286.0,524.14,1.8327,319,5,0,0.91,0.38,0,1,9,1,1
5.5,sugarcane,MOP,Rabi,2,330.0,364.9,1.1058,35,2,1,0.83,0.27,0,1,15,1,1
5.6,wheat,Urea,Rabi,11,364.0,524.55,1.4411,313,2,1,0.09,0.27,0,1,14,1,1
3.7,wheat,Urea,Kharif,8,222.0,401.86,1.8102,12,2,3,0.85,0.17,1,1,12,1,1
4.6,cotton,DAP,Kharif,10,276.0,281.73,1.0208,127,4,1,0.22,0.88,1,1,11,1,1
10.3,soybean,SSP,Kharif,6,1030.0,889.68,0.8638,167,6,2,0.2,0.21,1,0,19,1,1
2.5,sunflower,Urea,Rabi,12,125.0,263.13,2.105,46,4,1,0.2,0.64,0,0,6,1,1
1.6,soybean,Urea,Kharif,10,32.0,30.02,0.9383,238,4,0,0.58,0.1,1,1,16,1,0
3.6,paddy,MOP,Summer,4,90.0,66.49,0.7388,344,5,1,0.62,0.61,1,1,18,1,1
10.2,sunflower,DAP,Kharif,7,510.0,362.03,0.7099,332,2,1,0.03,0.17,1,0,7,1,0
7.2,wheat,MOP,Kharif,7,194.4,356.55,1.8341,320,2,0,0.54,0.96,0,0,14,1,1
6.6,cotton,DAP,Kharif,9,396.0,952.51,2.4053,44,3,1,0.55,0.99,1,0,10,1,1
0.9,paddy,MOP,Kharif,8,29.7,16.56,0.5576,240,5,0,0.77,0.21,1,1,11,1,0
0.6,sugarcane,DAP,Rabi,11,48.0,32.38,0.6745,104,1,0,0.77,0.17,1,1,13,0,0
0.6,soybean,Urea,Rabi,2,10.8,27.25,2.5231,163,6,0,0.96,0.38,1,1,6,1,1
2.0,maize,MOP,Summer,5,50.0,56.81,1.1361,154,5,1,0.91,0.23,1,0,17,1,1
11.4,soybean,Urea,Kharif,9,228.0,365.99,1.6052,272,4,0,0.22,0.61,0,1,7,1,1
3.1,wheat,MOP,Rabi,11,93.0,78.11,0.8399,9,3,0,0.03,0.1,1,1,20,1,0
1.2,maize,DAP,Summer,5,54.0,34.47,0.6383,311,1,0,0.81,0.79,1,1,18,0,0
6.9,wheat,MOP,Rabi,11,207.0,199.61,0.9643,13,2,0,0.01,0.37,1,0,13,1,0
5.6,soybean,SSP,Kharif,8,560.0,1314.13,2.3467,18,0,1,0.79,0.17,0,1,19,0,1
1.2,maize,SSP,Kharif,8,132.0,153.74,1.1647,138,0,0,0.2,0.96,0,0,9,0,0
8.7,sugarcane,DAP,Rabi,12,696.0,520.11,0.7473,280,2,0,0.54,0.38,1,0,10,1,0
1.3,soybean,Urea,Rabi,2,23.4,12.49,0.5338,305,0,0,0.22,0.21,0,1,13,0,0
4.3,soybean,DAP,Kharif,8,215.0,107.52,0.5001,286,6,0,0.54,0.23,1,0,14,1,0
4.5,maize,SSP,Summer,5,405.0,380.17,0.9387,273,1,0,0.64,0.21,0,1,16,0,0
4.7,cotton,SSP,Kharif,6,564.0,582.47,1.0328,133,5,0,0.22,0.17,1,1,18,1,0
7.6,groundnut,DAP,Kharif,7,380.0,413.65,1.0886,93,1,0,0.01,0.23,1,0,16,0,0
7.5,paddy,Urea,Kharif,9,487.5,1059.0,2.1723,354,6,1,0.6,0.96,0,1,17,1,1
10.5,sunflower,Urea,Kharif,6,577.5,656.88,1.1375,334,2,3,0.97,0.94,1,0,18,1,1
10.5,cotton,MOP,Rabi,1,367.5,289.9,0.7888,275,2,1,0.58,0.21,1,1,8,1,0
7.8,paddy,SSP,Kharif,7,780.0,437.8,0.5613,250,1,0,0.22,0.03,1,1,9,0,0
1.9,soybean,DAP,Rabi,2,85.5,90.58,1.0595,243,3,1,0.73,0.98,0,1,17,1,1
1.4,wheat,SSP,Kharif,7,126.0,100.81,0.8,160,1,1,0.09,0.38,1,1,12,0,0
1.4,cotton,DAP,Summer,5,70.0,139.43,1.9919,93,5,0,0.83,0.23,1,1,13,1,1
5.0,sunflower,Urea,Rabi,11,250.0,730.47,2.9219,184,4,0,0.97,0.03,0,1,10,1,1
9.5,maize,MOP,Rabi,2,256.5,251.26,0.9796,175,2,0,0.85,0.94,1,1,9,1,0
11.9,cotton,Urea,Kharif,9,952.0,1061.69,1.1152,228,0,0,0.83,0.17,1,0,7,0,0
2.9,soybean,MOP,Kharif,6,95.7,48.28,0.5045,205,1,2,0.55,0.98,0,0,9,0,1
9.1,cotton,Urea,Rabi,1,637.0,342.68,0.538,358,2,0,0.22,0.17,1,1,7,1,0
1.0,wheat,SSP,Rabi,1,100.0,99.44,0.9944,65,5,0,0.72,0.76,0,0,11,1,1
11.0,maize,SSP,Kharif,8,1210.0,1325.0,1.095,118,5,0,0.54,0.56,1,1,15,1,1
8.1,maize,DAP,Kharif,7,445.5,486.14,1.0912,290,1,0,0.85,0.21,0,1,19,0,0
7.5,cotton,Urea,Rabi,2,525.0,585.18,1.1146,135,3,2,0.51,0.65,1,1,15,1,1
6.3,cotton,Urea,Rabi,2,441.0,1228.0,2.7846,78,4,1,0.03,0.98,1,0,8,1,1
10.7,groundnut,MOP,Summer,5,288.9,206.14,0.7135,287,3,3,0.72,0.79,0,1,13,1,1
4.3,sugarcane,SSP,Kharif,9,731.0,813.2,1.1124,103,6,0,0.68,0.88,1,0,6,1,1
1.7,wheat,Urea,Kharif,6,102.0,231.69,2.2714,324,4,1,0.83,0.17,1,0,10,1,1
7.6,paddy,Urea,Summer,4,380.0,446.93,1.1761,330,3,0,0.81,0.79,1,1,12,1,1
2.8,soybean,Urea,Kharif,10,56.0,64.36,1.1492,267,6,0,0.74,0.38,1,0,6,1,1
4.7,maize,MOP,Kharif,10,155.1,410.61,2.6474,2,0,1,0.2,0.37,1,1,13,0,1
4.6,cotton,MOP,Kharif,7,184.0,226.58,1.2314,288,5,0,0.51,0.61,1,1,17,1,1
3.7,groundnut,MOP,Kharif,6,122.1,245.52,2.0108,108,5,0,0.34,0.84,0,1,7,1,1
3.8,wheat,DAP,Kharif,6,171.0,200.44,1.1721,1,5,0,0.83,0.36,1,1,9,1,1
2.3,groundnut,SSP,Kharif,9,230.0,259.26,1.1272,97,5,0,0.91,0.65,0,0,20,1,1
9.4,groundnut,SSP,Kharif,9,940.0,713.76,0.7593,279,5,0,0.03,0.78,1,0,18,1,0
8.4,groundnut,DAP,Rabi,12,378.0,691.11,1.8283,235,4,2,0.6,0.65,0,0,6,1,1
0.7,paddy,Urea,Kharif,9,45.5,23.68,0.5205,364,6,0,0.54,0.88,1,0,7,1,0
9.0,maize,MOP,Kharif,9,297.0,292.92,0.9862,299,6,0,0.71,0.1,1,0,20,1,0
1.4,sugarcane,Urea,Rabi,3,168.0,145.11,0.8637,32,3,0,0.83,0.76,1,1,16,1,0
10.7,sugarcane,DAP,Rabi,3,856.0,1625.04,1.8984,176,3,2,0.91,0.78,0,1,10,1,1
7.0,wheat,Urea,Rabi,1,455.0,341.3,0.7501,107,5,0,0.74,0.21,1,0,7,1,0
2.6,maize,SSP,Kharif,9,286.0,332.47,1.1625,158,1,0,0.71,0.61,1,0,10,0,0
11.8,paddy,MOP,Rabi,12,318.6,199.85,0.6273,139,4,0,0.16,0.1,1,1,15,1,0
5.9,wheat,Urea,Kharif,6,354.0,322.94,0.9123,236,5,2,0.68,0.73,1,1,15,1,1
4.6,groundnut,DAP,Kharif,10,230.0,246.38,1.0712,163,5,0,0.22,0.94,0,0,12,1,1
8.1,paddy,DAP,Kharif,10,405.0,427.24,1.0549,161,3,1,0.6,0.21,1,0,7,1,1
1.8,maize,Urea,Summer,5,99.0,64.78,0.6543,191,5,0,0.96,0.37,0,1,11,1,0
4.0,wheat,MOP,Summer,4,100.0,107.07,1.0707,347,5,0,0.81,0.56,1,0,13,1,1
11.3,cotton,SSP,Rabi,1,1243.0,1124.69,0.9048,205,3,0,0.01,0.84,1,1,17,1,0
4.0,wheat,DAP,Kharif,6,180.0,199.88,1.1104,149,3,0,0.85,0.88,1,0,6,1,1
1.0,wheat,Urea,Kharif,10,60.0,87.56,1.4593,25,2,0,0.81,0.64,1,1,19,1,1
8.9,cotton,DAP,Rabi,12,489.5,393.34,0.8035,121,1,0,0.83,0.27,1,0,11,0,0
11.4,soybean,SSP,Rabi,12,1026.0,1438.05,1.4016,158,3,0,0.58,0.03,1,1,19,1,1
9.6,wheat,MOP,Kharif,8,259.2,221.86,0.856,299,1,0,0.6,0.37,0,0,14,0,0
2.0,soybean,DAP,Rabi,12,90.0,105.98,1.1776,261,6,0,0.01,0.17,1,1,19,1,0
0.8,paddy,MOP,Rabi,11,21.6,13.87,0.642,35,0,2,0.6,0.23,1,1,17,0,0
3.5,sugarcane,DAP,Summer,5,262.5,686.3,2.6145,105,4,0,0.77,0.99,1,0,10,1,1
1.3,cotton,SSP,Rabi,12,143.0,156.41,1.0938,229,6,0,0.77,0.61,1,1,13,1,1
11.9,wheat,Urea,Kharif,6,714.0,1309.06,1.8334,146,6,0,0.73,0.17,0,0,12,1,1
5.8,paddy,SSP,Kharif,8,580.0,804.45,1.387,328,5,0,0.22,0.61,1,0,16,1,1
5.9,groundnut,DAP,Rabi,2,265.5,695.24,2.6186,284,5,0,0.51,0.84,1,0,16,1,1
5.9,groundnut,SSP,Kharif,6,590.0,338.89,0.5744,139,1,0,0.34,0.61,1,1,8,0,0
5.3,soybean,Urea,Kharif,8,106.0,118.64,1.1192,32,1,2,0.96,0.17,1,0,8,0,1
1.1,maize,DAP,Rabi,2,55.0,70.13,1.275,319,3,0,0.83,0.17,0,0,17,1,1
7.7,groundnut,MOP,Summer,5,207.9,219.14,1.0541,204,1,0,0.34,0.37,1,0,16,0,0
5.1,paddy,MOP,Rabi,1,137.7,131.73,0.9567,96,1,0,0.09,0.37,1,1,18,0,0
10.7,soybean,Urea,Kharif,6,214.0,212.79,0.9944,42,1,2,0.72,0.73,1,0,14,0,1
11.2,sunflower,DAP,Rabi,3,504.0,967.87,1.9204,317,2,2,0.55,0.99,1,0,8,1,1
8.9,paddy,Urea,Kharif,8,578.5,577.38,0.9981,242,5,0,0.34,0.88,1,1,18,1,0
2.5,cotton,DAP,Kharif,9,150.0,140.64,0.9376,108,1,0,0.16,0.21,1,0,9,0,0
3.7,soybean,MOP,Kharif,7,122.1,82.87,0.6787,87,5,0,0.59,0.36,1,1,6,1,0
1.9,sugarcane,SSP,Rabi,2,304.0,598.6,1.9691,18,6,0,0.96,0.78,1,0,17,1,1
4.7,sugarcane,Urea,Kharif,10,611.0,513.16,0.8399,136,6,0,0.91,0.21,1,0,17,1,0
10.1,maize,SSP,Rabi,3,1010.0,510.34,0.5053,138,5,1,0.59,0.96,1,1,18,1,1
7.2,paddy,SSP,Kharif,6,720.0,388.23,0.5392,91,1,1,0.34,0.27,1,1,18,0,0
8.3,cotton,Urea,Kharif,7,664.0,751.61,1.1319,75,6,0,0.81,0.37,1,0,15,1,1
